,area_type,total_sqft,bath,price,location,bhk
10957,Super built-up  Area,1691,3,104,Wagholi,3
10958,Super built-up  Area,1151,2,50.5,Wagholi,2
10959,Super built-up  Area,2800,4,140,Wagholi,4
10960,Plot  Area,720,4,48,Wagholi,4
10961,Super built-up  Area,849,2,25.4,Wagholi,2
10962,Super built-up  Area,1040,2,50,Wagholi,2
10963,Super built-up  Area,1178,2,40.43,Wagholi,2
10964,Built-up  Area,1939,3,98,Wagholi,3
10965,Super built-up  Area,850,2,42,Wagholi,2
10966,Super built-up  Area,1090,2,54,Wagholi,2
10967,Super built-up  Area,2384,4,165,Wagholi,3
10968,Super built-up  Area,1370,2,54.8,Wagholi,3
10969,Super built-up  Area,497,1,17,Wagholi,2
10970,Super built-up  Area,1250,2,58,Wagholi,2
10971,Super built-up  Area,1190,2,68,Wagholi,2
10972,Built-up  Area,820,2,45,Wagholi,2
10973,Super built-up  Area,1500,2,130,Wagholi,2
10974,Super built-up  Area,1555,3,82,Wagholi,3
10975,Super built-up  Area,800,1,30,Wagholi,2
10976,Super built-up  Area,800,2,25,Wagholi,2
10977,Super built-up  Area,1255,2,50.19,Wagholi,3
10978,Super built-up  Area,950,2,25.65,Wagholi,2
10979,Super built-up  Area,1385,2,66.5,Wagholi,3
10980,Super built-up  Area,1050,2,47,Wagholi,2
10981,Built-up  Area,2400,3,140,Wagholi,4
10982,Built-up  Area,2300,7,160,Wagholi,6
10983,Built-up  Area,1421,2,90,Wagholi,2
10984,Super built-up  Area,900,1,25,Wagholi,2
10985,Super built-up  Area,1255,2,53.5,Wagholi,2
10986,Super built-up  Area,1050,2,50,Wagholi,2
10987,Super built-up  Area,1199,2,85,Wagholi,2
10988,Super built-up  Area,650,1,20,Wagholi,2
10989,Built-up  Area,1200,4,83,Wagholi,4
10990,Super built-up  Area,1650,3,95,Wagholi,3
10991,Super built-up  Area,1100,2,75,Wagholi,3
10992,Super built-up  Area,1221,3,75,Wagholi,3
10993,Super built-up  Area,4000,12,160,Wagholi,10
10994,Super built-up  Area,1056,2,55,Wagholi,2
10995,Super built-up  Area,1570,3,88,Wagholi,3
10996,Super built-up  Area,1608,3,54.51,Wagholi,3
10997,Super built-up  Area,1140,2,49,Wagholi,2
10998,Super built-up  Area,1450,3,75,Wagholi,3
10999,Plot  Area,2320,2,160,Wagholi,3
11000,Super built-up  Area,1452,3,54.2,Wagholi,3
11001,Built-up  Area,3000,4,300,Wagholi,5
11002,Built-up  Area,1140,2,62,Wagholi,2
11003,Super built-up  Area,1195,2,61.36,Wagholi,2
11004,Super built-up  Area,985,2,25.12,Wagholi,2
11005,Super built-up  Area,1160,2,42,Wagholi,3
11006,Built-up  Area,1200,2,60,Wagholi,2
11007,Super built-up  Area,1569,3,118,Wagholi,3
11008,Plot  Area,2500,4,140,Wagholi,3
11009,Super built-up  Area,940,2,69.57,Wagholi,2
11010,Super built-up  Area,1300,3,77.99,Wagholi,3
11011,Built-up  Area,1847,3,92,Wagholi,3
11012,Super built-up  Area,1520,3,85,Wagholi,3
11013,Super built-up  Area,1200,2,46,Wagholi,2
11014,Super built-up  Area,1260,2,69.9,Wagholi,2
11015,Super built-up  Area,1095,2,55,Wagholi,2
11016,Plot  Area,900,2,55,Wagholi,2
11017,Super built-up  Area,2376,3,240,Wagholi,3
11018,Super built-up  Area,971,2,38,Wagholi,3
11019,Built-up  Area,1460,2,80.3,Wagholi,2
11020,Built-up  Area,3600,8,165,Wagholi,9
11021,Plot  Area,1386,3,93,Wagholi,4
11022,Super built-up  Area,2100,3,200,Wagholi,3
11023,Plot  Area,1200,3,110,Wagholi,3
11024,Super built-up  Area,1025,2,42,Wagholi,2
11025,Super built-up  Area,1160,2,40.6,Wagholi,2
11026,Built-up  Area,1410,2,43.71,Wagholi,3
11027,Super built-up  Area,3554,4,340,Wagholi,3
11028,Super built-up  Area,1110,2,46.5,Wagholi,2
11029,Built-up  Area,1615,3,96.9,Wagholi,3
11030,Super built-up  Area,2500,3,138,Wagholi,3
11031,Super built-up  Area,2790,4,198,Wagholi,4
11032,Super built-up  Area,2990,4,225,Wagholi,4
11033,Super built-up  Area,1432,3,79,Wagholi,3
11034,Super built-up  Area,1371,2,86,Wagholi,2
11035,Super built-up  Area,1157,2,73,Wagholi,2
11036,Plot  Area,900,4,62,Wagholi,5
11037,Super built-up  Area,1140,2,46,Wagholi,2
11038,Super built-up  Area,1015,2,35,Wagholi,2
11039,Super built-up  Area,1450,2,70,Wakadewadi,3
11040,Super built-up  Area,1277.5,2,56.8,Wakadewadi,2
11041,Super built-up  Area,1075,2,46,Wakadewadi,3
11042,Super built-up  Area,1801,3,115,Wakadewadi,3
11043,Built-up  Area,1200,2,62,Wakadewadi,2
11044,Super built-up  Area,1404,2,69.3,Wakadewadi,2
11045,Super built-up  Area,2072,3,108,Wakadewadi,3
11046,Super built-up  Area,1070,2,55,Wakadewadi,2
11047,Super built-up  Area,1140,2,46,Wakadewadi,2
11048,Super built-up  Area,1000,2,50,Wakadewadi,2
11049,Built-up  Area,2150,4,100,Wakadewadi,4
11050,Super built-up  Area,1515,3,88,Wakadewadi,3
11051,Super built-up  Area,930,2,45,Wakadewadi,2
11052,Super built-up  Area,1282,2,72,Wakadewadi,2
11053,Super built-up  Area,1160,2,52,Wakadewadi,2
11054,Super built-up  Area,776.5,2,48.145,Wakadewadi,1
11055,Built-up  Area,3450,4,294,Wakadewadi,4
11056,Super built-up  Area,1980,3,88,Wakadewadi,3
11057,Super built-up  Area,1330,2,47,Wakadewadi,3
11058,Super built-up  Area,1847,3,123,Wakadewadi,3
11059,Super built-up  Area,1104,2,36.43,Wakadewadi,2
11060,Built-up  Area,1942,3,102,Wakadewadi,3
11061,Super built-up  Area,1200,2,72,Wakadewadi,2
11062,Super built-up  Area,1300,2,73,Wakadewadi,2
11063,Super built-up  Area,1756,3,92,Wakadewadi,3
11064,Built-up  Area,965,2,45,Wakadewadi,2
11065,Super built-up  Area,915,2,48,Wakadewadi,2
11066,Built-up  Area,1447,3,80,Wakadewadi,3
11067,Built-up  Area,600,2,23,Wakadewadi,2
11068,Plot  Area,4200,4,325,Wakadewadi,4
11069,Super built-up  Area,650,1,20,Wakadewadi,1
11070,Super built-up  Area,944,2,35,Wakadewadi,2
11071,Super built-up  Area,1500,2,89.99,Wakadewadi,3
11072,Built-up  Area,350,1,13.5,Wakadewadi,1
11073,Built-up  Area,1130,2,32.63,Wakadewadi,2
11074,Super built-up  Area,1304,3,80,Wakadewadi,3
11075,Super built-up  Area,3262,5,205,Wakadewadi,4
11076,Super built-up  Area,1760,3,110,Wakadewadi,3
11077,Built-up  Area,1500,3,70,Wakadewadi,3
11078,Super built-up  Area,3596,5,252,Wakadewadi,4
11079,Super built-up  Area,950,2,50,Wakadewadi,2
11080,Super built-up  Area,1394,2,100,Wakadewadi,2
11081,Super built-up  Area,1645,3,87.5,Wakadewadi,3
11082,Super built-up  Area,1145,2,62,Wakadewadi,2
11083,Built-up  Area,1449,3,100,Wakadewadi,3
11084,Super built-up  Area,1125,2,58,Wakadewadi,2
11085,Super built-up  Area,1706,3,135,Wakadewadi,3
11086,Super built-up  Area,1062,2,47,Wakadewadi,2
11087,Built-up  Area,850,2,42,Wakadewadi,2
11088,Super built-up  Area,710,2,25,Wakadewadi,2
11089,Plot  Area,2100,5,150,Wakadewadi,5
11090,Super built-up  Area,1036,2,39.37,Wakadewadi,2
11091,Super built-up  Area,1232,2,89,Wakadewadi,2
11092,Super built-up  Area,1451,3,60.44,Wakadewadi,3
11093,Super built-up  Area,1296,2,65,Wakadewadi,2
11094,Super built-up  Area,600,2,23,Wakadewadi,1
11095,Super built-up  Area,2093,4,104,Wakadewadi,4
11096,Super built-up  Area,1656,3,80,Wakadewadi,3
11097,Super built-up  Area,1066,2,52.5,Wakadewadi,2
11098,Built-up  Area,1230,2,45,Wakadewadi,2
11099,Super built-up  Area,1280,2,69,Wakadewadi,2
11100,Super built-up  Area,1305,3,60,Wakadewadi,3
11101,Super built-up  Area,1050,2,35,Wakadewadi,2
11102,Plot  Area,4800,5,420,Wakadewadi,4
11103,Super built-up  Area,1175,2,43.48,Wakadewadi,2
11104,Super built-up  Area,1330,2,77,Wakadewadi,2
11105,Super built-up  Area,1200,2,60,Wakadewadi,2
11106,Built-up  Area,1320,2,38.12,Wakadewadi,3
11107,Super built-up  Area,1703,3,130,Wakadewadi,3
11108,Plot  Area,812,1,26,Wakadewadi,1
11109,Super built-up  Area,1425,2,49.88,Wakadewadi,3
11110,Super built-up  Area,1157,2,74,Wakadewadi,3
11111,Super built-up  Area,1157,2,47.32,Wakadewadi,2
11112,Built-up  Area,1030,2,57,Wakadewadi,2
11113,Super built-up  Area,1237,3,78,Wakadewadi,3
11114,Super built-up  Area,1141,2,54,Wakadewadi,2
11115,Super built-up  Area,1093,2,37,Wakadewadi,2
11116,Super built-up  Area,1194,2,47,Wakadewadi,2
11117,Plot  Area,450,1,30,Wakadewadi,1
11118,Plot  Area,1200,2,105,Wakadewadi,2
11119,Super built-up  Area,1950,4,95,Wakadewadi,3
11120,Built-up  Area,3600,4,225,Wakadewadi,4
11121,Super built-up  Area,1181,2,65,Wakadewadi,3
11122,Super built-up  Area,2950,4,250,Wakadewadi,4
11123,Super built-up  Area,1515,2,76,Wakadewadi,3
11124,Super built-up  Area,1421,2,73,Wakadewadi,3
11125,Super built-up  Area,1092,2,49,Wakadewadi,2
11126,Super built-up  Area,1260,2,62,Wakadewadi,3
11127,Super built-up  Area,663,1,46,Wakadewadi,1
11128,Super built-up  Area,1255,2,52.32,Wakadewadi,2
11129,Super built-up  Area,1100,2,41.18,Wakadewadi,2
11130,Super built-up  Area,1850,3,140,Wakadewadi,3
11131,Built-up  Area,1308,2,86,Wakadewadi,2
11132,Super built-up  Area,1090,2,32,Wakadewadi,2
11133,Super built-up  Area,702,1,35.8,Wakadewadi,1
11134,Super built-up  Area,1482,2,83.73,Wakadewadi,3
11135,Built-up  Area,2800,5,95,Wakadewadi,7
11136,Super built-up  Area,1050,2,37.8,Wakadewadi,2
11137,Super built-up  Area,1260,2,45.5,Wakadewadi,2
11138,Super built-up  Area,708,1,41,Wakadewadi,1
11139,Built-up  Area,2200,2,99,Wakadewadi,3
11140,Super built-up  Area,1140,2,55,Wakadewadi,2
11141,Super built-up  Area,1162,2,59,Wakadewadi,2
11142,Super built-up  Area,1195,2,52,Wakadewadi,2
11143,Built-up  Area,2100,3,150,Wakadewadi,3
11144,Built-up  Area,2700,5,150,Wakadewadi,5
11145,Super built-up  Area,2283,2,121,Wakadewadi,4
11146,Built-up  Area,1256,2,62.8,Wakadewadi,2
11147,Super built-up  Area,1530,3,64.86,Wakadewadi,3
11148,Super built-up  Area,1200,2,52,Wanowrie,2
11149,Super built-up  Area,1425,2,94,Wanowrie,3
11150,Built-up  Area,1451,2,90,Wanowrie,2
11151,Super built-up  Area,4800,4,235,Wanowrie,4
11152,Plot  Area,2230,4,225,Wanowrie,4
11153,Super built-up  Area,5520,2,375,Wanowrie,5
11154,Built-up  Area,1875,2,110,Wanowrie,3
11155,Super built-up  Area,1303,2,55.79,Wanowrie,2
11156,Super built-up  Area,1800,3,175,Wanowrie,3
11157,Built-up  Area,1650,2,80,Wanowrie,3
11158,Super built-up  Area,1843,3,92.15,Wanowrie,3
11159,Super built-up  Area,1205,2,78.5,Wanowrie,2
11160,Super built-up  Area,1595,3,88,Wanowrie,3
11161,Super built-up  Area,884,2,36,Wanowrie,1
11162,Super built-up  Area,1115,2,56.87,Wanowrie,2
11163,Built-up  Area,1900,3,135,Wanowrie,3
11164,Super built-up  Area,1220,3,56,Wanowrie,3
11165,Super built-up  Area,1410,2,53,Wanowrie,3
11166,Super built-up  Area,1075,2,35.99,Wanowrie,3
11167,Built-up  Area,1000,2,53,Wanowrie,2
11168,Super built-up  Area,1160,2,40.6,Wanowrie,3
11169,Super built-up  Area,1239,2,82,Wanowrie,2
11170,Super built-up  Area,1739,3,105,Wanowrie,3
11171,Super built-up  Area,1728,3,95,Wanowrie,3
11172,Plot  Area,1600,5,140,Wanowrie,5
11173,Built-up  Area,799,2,38,Wanowrie,2
11174,Super built-up  Area,1370,2,61.5,Wanowrie,3
11175,Built-up  Area,1012,2,75,Wanowrie,2
11176,Super built-up  Area,4190,4,380,Wanowrie,4
11177,Super built-up  Area,1665,2,125,Wanowrie,3
11178,Super built-up  Area,1480,2,120,Wanowrie,2
11179,Built-up  Area,3250,5,290,Wanowrie,5
11180,Super built-up  Area,1665,3,53,Wanowrie,3
11181,Super built-up  Area,3262,4,260,Wanowrie,4
11182,Super built-up  Area,1570,3,64.5,Wanowrie,3
11183,Built-up  Area,1653,3,120,Wanowrie,3
11184,Built-up  Area,1200,2,125,Wanowrie,2
11185,Plot  Area,2000,5,80,Wanowrie,4
11186,Built-up  Area,1965,3,120,Wanowrie,3
11187,Super built-up  Area,2138,3,110,Wanowrie,3
11188,Super built-up  Area,1350,2,89,Wanowrie,2
11189,Super built-up  Area,1575,3,68,Wanowrie,3
11190,Super built-up  Area,1625,2,87.72,Wanowrie,3
11191,Super built-up  Area,992,2,25.79,Wanowrie,2
11192,Super built-up  Area,1583,3,115,Wanowrie,3
11193,Super built-up  Area,1925,3,110,Wanowrie,3
11194,Super built-up  Area,2100,4,180,Wanowrie,4
11195,Super built-up  Area,825,1,44.9,Wanowrie,1
11196,Built-up  Area,675,1,45,Wanowrie,1
11197,Built-up  Area,1165,2,33.64,Wanowrie,2
11198,Super built-up  Area,1390,2,62.55,Wanowrie,3
11199,Super built-up  Area,1200,2,54,Wanowrie,2
11200,Super built-up  Area,1275,3,41.2,Wanowrie,3
11201,Super built-up  Area,1459,3,135,Wanowrie,3
11202,Super built-up  Area,1732,3,85.73,Wanowrie,3
11203,Super built-up  Area,1424,2,55,Wanowrie,3
11204,Super built-up  Area,2856,5,158.5,Wanowrie,4
11205,Super built-up  Area,1190,2,53.55,Wanowrie,2
11206,Super built-up  Area,1275,3,44,Wanowrie,3
11207,Super built-up  Area,1553,3,68,Wanowrie,3
11208,Super built-up  Area,1590,2,85,Wanowrie,3
11209,Super built-up  Area,1760,3,128,Wanowrie,3
11210,Super built-up  Area,1320,2,55.44,Wanowrie,3
11211,Built-up  Area,1069,2,55,Wanowrie,2
11212,Super built-up  Area,1075,2,46.76,Wanowrie,2
11213,Super built-up  Area,2293,3,80.26,Wanowrie,3
11214,Super built-up  Area,1240,3,60,Wanowrie,3
11215,Super built-up  Area,1250,3,65,Wanowrie,3
11216,Super built-up  Area,2095,3,109,Wanowrie,4
11217,Super built-up  Area,1425,2,74.31,Wanowrie,3
11218,Built-up  Area,1200,2,100,Wanowrie,3
11219,Super built-up  Area,1847,3,125,Wanowrie,3
11220,Super built-up  Area,1460,2,97,Wanowrie,3
11221,Super built-up  Area,1200,2,68,Wanowrie,2
11222,Super built-up  Area,1050,2,50,Wanowrie,2
11223,Built-up  Area,2400,2,78,Wanowrie,3
11224,Super built-up  Area,1000,2,29.7,Wanowrie,2
11225,Super built-up  Area,1125,2,41.5,Wanowrie,2
11226,Built-up  Area,1300,2,60,Wanowrie,2
11227,Super built-up  Area,1100,2,54,Wanowrie,2
11228,Super built-up  Area,1450,3,70,Wanowrie,3
11229,Super built-up  Area,535,1,20,Wanowrie,2
11230,Super built-up  Area,1215,2,40,Wanowrie,2
11231,Super built-up  Area,648,1,34,Wanowrie,1
11232,Super built-up  Area,1570,3,65.93,Wanowrie,3
11233,Super built-up  Area,1720,3,98.97,Wanowrie,3
11234,Super built-up  Area,1464,3,56,Wanowrie,3
11235,Super built-up  Area,2750,4,142,Wanowrie,4
11236,Super built-up  Area,1464,3,56,Wanowrie,3
11237,Super built-up  Area,1349,2,56.7,Wanowrie,2
11238,Built-up  Area,1220,2,35.2,Wanowrie,3
11239,Plot  Area,1200,3,70,Wanowrie,2
11240,Plot  Area,2400,4,95,Wanowrie,3
11241,Super built-up  Area,1710,3,85,Wanowrie,3
11242,Plot  Area,3450,7,225,Wanowrie,8
11243,Super built-up  Area,1268,2,75,Wanowrie,3
11244,Super built-up  Area,1250,3,48.9,Wanowrie,3
11245,Super built-up  Area,827,2,34,Wanowrie,2
11246,Super built-up  Area,1330,2,74,Wanowrie,2
11247,Built-up  Area,1810,2,65,Wanowrie,2
11248,Super built-up  Area,1310,2,88,Wanowrie,2
11249,Super built-up  Area,1250,2,78,Wanowrie,2
11250,Super built-up  Area,1340,2,54.27,Wanowrie,3
11251,Super built-up  Area,1732,3,85.73,Wanowrie,3
11252,Plot  Area,1200,6,95,Wanowrie,6
11253,Super built-up  Area,1513,3,103,Wanowrie,3
11254,Plot  Area,1700,3,65,Wanowrie,3
11255,Super built-up  Area,1630,2,130,Wanowrie,3
11256,Super built-up  Area,1500,3,70,Wanowrie,3
11257,Built-up  Area,1310,2,85,Wanowrie,3
11258,Built-up  Area,1095,2,39,Wanowrie,2
11259,Super built-up  Area,1027,2,44,Wanowrie,2
11260,Super built-up  Area,985,2,62.5,Wanowrie,2
11261,Super built-up  Area,525,1,30,Wanowrie,1
11262,Super built-up  Area,1194,2,46,Wanowrie,2
11263,Built-up  Area,1450,2,80,Wanowrie,2
11264,Super built-up  Area,1575,3,94.5,Wanowrie,3
11265,Super built-up  Area,1200,2,54,Wanowrie,2
11266,Super built-up  Area,1410,2,54.99,Wanowrie,3
11267,Super built-up  Area,1243,2,46,Wanowrie,2
11268,Super built-up  Area,1724,3,140,Wanowrie,3
11269,Built-up  Area,2758,4,240,Wanowrie,4
11270,Super built-up  Area,1296,2,80,Warje,2
11271,Built-up  Area,2250,4,110,Warje,4
11272,Built-up  Area,1200,2,40,Warje,2
11273,Plot  Area,1200,1,36,Warje,2
11274,Super built-up  Area,1200,2,74,Warje,2
11275,Super built-up  Area,1544,3,120,Warje,3
11276,Built-up  Area,1200,2,70,Warje,3
11277,Super built-up  Area,735,2,57.99,Warje,2
11278,Super built-up  Area,1175,2,51.47,Warje,2
11279,Super built-up  Area,1560,3,75,Warje,3
11280,Super built-up  Area,1035,2,41,Warje,2
11281,Built-up  Area,1840,3,69,Warje,3
11282,Built-up  Area,1200,2,90,Warje,2
11283,Plot  Area,2400,3,200,Warje,4
11284,Built-up  Area,1550,2,52,Warje,3
11285,Built-up  Area,1280,2,85,Warje,2
11286,Super built-up  Area,1194,2,46,Warje,2
11287,Super built-up  Area,920,2,46,Warje,2
11288,Super built-up  Area,1265,2,70,Warje,2
11289,Super built-up  Area,1111,3,50,Warje,3
11290,Super built-up  Area,1075,2,42.99,Warje,2
11291,Super built-up  Area,668,1,36.85,Warje,1
11292,Super built-up  Area,1403,3,51.63,Warje,3
11293,Super built-up  Area,1280,2,65,Warje,2
11294,Super built-up  Area,1070,2,42.79,Warje,2
11295,Built-up  Area,1896,3,75,Warje,3
11296,Super built-up  Area,1210,2,55,Warje,2
11297,Super built-up  Area,1900,3,60,Warje,3
11298,Super built-up  Area,1364,2,70,Warje,2
11299,Super built-up  Area,1295,2,64,Warje,2
11300,Super built-up  Area,1220,2,43.92,Warje,2
11301,Super built-up  Area,1216,2,66.48,Warje,2
11302,Built-up  Area,1600,3,104,Warje,3
11303,Super built-up  Area,1691,3,98,Warje,3
11304,Super built-up  Area,1075,2,52,Warje,3
11305,Built-up  Area,1190,2,100,Warje,2
11306,Super built-up  Area,1192,2,62,Warje,3
11307,Super built-up  Area,1152,2,65.75,Warje,2
11308,Built-up  Area,1760,2,115,Warje,3
11309,Super built-up  Area,1070,2,55,Warje,2
11310,Super built-up  Area,1404,2,68.8,Warje,2
11311,Plot  Area,9000,4,390,Warje,3
11312,Built-up  Area,1400,2,80,Warje,2
11313,Super built-up  Area,1000,3,60,Warje,2
11314,Super built-up  Area,1252,3,63,Warje,3
11315,Built-up  Area,502,1,25,Warje,1
11316,Super built-up  Area,1250,2,65,Warje,3
11317,Super built-up  Area,950,2,60,Warje,2
11318,Super built-up  Area,1250,3,43,Warje,3
11319,Built-up  Area,1060,2,51,Warje,2
11320,Super built-up  Area,625,1,19,Warje,1
11321,Super built-up  Area,1200,2,78,Warje,2
11322,Built-up  Area,2017,3,105,Warje,3
11323,Super built-up  Area,2010,3,115,Warje,4
11324,Super built-up  Area,2259,5,135,Warje,4
11325,Super built-up  Area,1614,2,100,Warje,3
11326,Super built-up  Area,1435,2,62,Warje,3
11327,Super built-up  Area,1355,2,73,Warje,2
11328,Super built-up  Area,1173,2,77,Warje,2
11329,Super built-up  Area,1494,3,82,Warje,3
11330,Super built-up  Area,920,2,26,Warje,2
11331,Plot  Area,3200,4,200,Warje,4
11332,Super built-up  Area,1275,2,73,Warje,2
11333,Plot  Area,1200,3,99,Warje,3
11334,Super built-up  Area,1752.12,3,133,Warje,3
11335,Built-up  Area,1252,2,65,Warje,3
11336,Super built-up  Area,1565,2,49.3,Warje,3
11337,Super built-up  Area,1100,2,71.42,Warje,2
11338,Super built-up  Area,1162,2,58,Warje,2
11339,Super built-up  Area,784,1,35.285,Warje,1
11340,Super built-up  Area,1200,2,55,Warje,2
11341,Super built-up  Area,1767,3,109,Warje,3
11342,Super built-up  Area,1693,3,89,Warje,3
11343,Super built-up  Area,1300,3,77.99,Warje,3
11344,Super built-up  Area,1160,2,44,Warje,2
11345,Super built-up  Area,1516,3,65,Warje,3
11346,Built-up  Area,1065,2,31.5,Warje,2
11347,Super built-up  Area,829,2,22.8,Warje,2
11348,Built-up  Area,1000,2,34,Warje,2
11349,Super built-up  Area,1120,2,39.2,Warje,2
11350,Super built-up  Area,1197,2,78,Warje,2
11351,Built-up  Area,1000,2,60,Warje,2
11352,Built-up  Area,1224,2,45,Warje,2
11353,Super built-up  Area,1500,3,67.49,Warje,3
11354,Super built-up  Area,1340,2,101,Warje,2
11355,Built-up  Area,3117,3,261,Warje,3
11356,Super built-up  Area,1328,2,69,Warje,2
11357,Super built-up  Area,2437,3,125,Warje,3
11358,Built-up  Area,1100,2,75,Warje,1
11359,Super built-up  Area,1500,3,68,Warje,3
11360,Plot  Area,2500,3,120,Warje,5
11361,Super built-up  Area,660,1,30,Warje,1
11362,Super built-up  Area,524,1,29,Warje,1
11363,Super built-up  Area,1357,2,54,Warje,2
11364,Super built-up  Area,1135,2,60,Warje,2
11365,Super built-up  Area,1702,3,107,Warje,3
11366,Super built-up  Area,1450,3,60.9,Warje,3
11367,Built-up  Area,1300,2,58,Warje,2
11368,Super built-up  Area,1600,3,90,Warje,3
11369,Super built-up  Area,2400,3,108,Warje,4
11370,Super built-up  Area,1390,2,72,Warje,2
11371,Super built-up  Area,1250,3,42,Warje,3
11372,Super built-up  Area,1145,2,68.5,Warje,2
11373,Super built-up  Area,900,2,44.5,Warje,2
11374,Super built-up  Area,1104,2,58,Warje,2
11375,Super built-up  Area,1050,2,65,Warje,2
11376,Super built-up  Area,1600,3,100,Warje,3
11377,Built-up  Area,1116,2,33,Warje,2
11378,Super built-up  Area,1295,2,64.5,Warje,2
11379,Built-up  Area,1857,4,155,Warje,3
11380,Built-up  Area,1200,2,33,Warje,2
11381,Super built-up  Area,1346,2,69.61,Warje,2
11382,Super built-up  Area,1362,2,66,Warje,2
11383,Super built-up  Area,1510,2,65,Warje,3
11384,Plot  Area,2665,5,125,Warje,4
11385,Super built-up  Area,1310,2,37.83,Warje,3
11386,Super built-up  Area,1058,2,47,Warje,2
11387,Super built-up  Area,1540,3,90,Yerawada,3
11388,Super built-up  Area,1550,2,80,Yerawada,3
11389,Super built-up  Area,1280,2,56,Yerawada,3
11390,Super built-up  Area,1160,2,44,Yerawada,2
11391,Super built-up  Area,929,2,50.17,Yerawada,2
11392,Super built-up  Area,1305,2,58.7,Yerawada,3
11393,Super built-up  Area,1350,3,77,Yerawada,3
11394,Plot  Area,4360,4,90,Yerawada,5
11395,Built-up  Area,1200,2,52,Yerawada,2
11396,Super built-up  Area,657.5,1,18.41,Yerawada,1
11397,Super built-up  Area,1100,2,70,Yerawada,2
11398,Super built-up  Area,1520,2,75,Yerawada,3
11399,Built-up  Area,1508,3,70.25,Yerawada,3
11400,Built-up  Area,890,2,45,Yerawada,2
11401,Built-up  Area,3356,5,105,Yerawada,5
11402,Super built-up  Area,1745,3,125,Yerawada,3
11403,Super built-up  Area,1026,2,60.87,Yerawada,2
11404,Super built-up  Area,1030,2,41,Yerawada,2
